name,age,overall,potential,diff,hh
João Pedro Guerra Cunha,35,71,71,0,muture
Héctor Rodas Ramírez,33,66,66,0,muture
Sambou Yatabaré,32,63,63,0,muture
Sergey Terekhov,31,72,72,0,muture
Jack Payne,29,63,63,0,muture
Yeni Ngbakoto,29,68,68,0,muture
Damián Lizio,32,69,69,0,muture
Leon Legge,36,62,62,0,muture
Piotr Tomasik,33,65,65,0,muture
Stephan Salger,31,66,66,0,muture
Iván Pillud,35,70,70,0,muture
Anthony Gonçalves,35,66,66,0,muture
Davy Pröpper,29,75,75,0,muture
Benjamin Jeannot,29,67,67,0,muture
Sebastian Mielitz,31,66,66,0,muture
Javier Lara Grande,35,66,66,0,muture
Milan Heča,30,71,71,0,muture
Ollie Clarke,29,62,62,0,muture
Marcel Correia,32,68,68,0,muture
James Norwood,30,65,65,0,muture
David Wotherspoon,31,67,67,0,muture
Kawin Thamsatchanan,31,65,65,0,muture
Adam Matthews,29,64,64,0,muture
Subrata Paul,34,56,56,0,muture
Ján Greguš,30,71,71,0,muture
Airam López Cabrera,33,61,61,0,muture
Yong Gi Ryang,39,63,63,0,muture
Ashley Eastham,30,64,64,0,muture
Omar Beckles,29,64,64,0,muture
Robert Tesche,34,70,70,0,muture
Rolf Feltscher,30,64,64,0,muture
Martin Kelly,31,74,74,0,muture
Lucas Pratto,33,74,74,0,muture
Alan Kardec de Sousa Pereira Jr,32,77,77,0,muture
Jordon Mutch,29,63,63,0,muture
James Chester,32,69,69,0,muture
Matty James,29,69,69,0,muture
Kyle Bartley,30,72,72,0,muture
Marco Fabián,31,71,71,0,muture
Leroy Fer,31,75,75,0,muture
Joel Ward,31,74,74,0,muture
Bernardo Espinosa,31,74,74,0,muture
Ángel Montoro Sánchez,33,79,79,0,muture
Oswaldo Alanís,32,69,69,0,muture
Anders Konradsen,30,66,66,0,muture
Jon McLaughlin,33,69,69,0,muture
Diego Polenta,29,71,71,0,muture
Alfred N'Diaye,31,73,73,0,muture
Atdhe Nuhiu,31,66,66,0,muture
Daniel Filipe Martins Carriço,32,75,75,0,muture
Marcel Risse,31,67,67,0,muture
Dennis Diekmeier,31,70,70,0,muture
Bastian Oczipka,32,71,71,0,muture
Nathan Baker,30,70,70,0,muture
Benjamin Hübner,31,75,75,0,muture
İsmail Köybaşı,31,68,68,0,muture
Nzuzi Toko,30,63,63,0,muture
Lyle Taylor,31,69,69,0,muture
Joe Bennett,31,67,67,0,muture
Tony Jantschke,31,72,72,0,muture
Danijel Aleksić,30,72,72,0,muture
Danny Andrew,30,65,65,0,muture
Henrik Dalsgaard,31,71,71,0,muture
Peter Pekarík,34,73,73,0,muture
Ervin Zukanović,34,70,70,0,muture
Sébastien Corchia,30,72,72,0,muture
Kyohei Noborizato,30,71,71,0,muture
Shinzo Koroki,34,65,65,0,muture
Yūya Ōsako,31,68,68,0,muture
Uílson de Souza Paula Júnior,32,75,75,0,muture
Steven de Sousa Vitória,34,69,69,0,muture
Enda Stevens,30,72,72,0,muture
Matthias Zimmermann,29,71,71,0,muture
Artur Ioniță,30,72,72,0,muture
Maxime Le Marchand,31,72,72,0,muture
Ezequiel Schelotto,32,68,68,0,muture
Christian Clemens,29,67,67,0,muture
Xavier Chavalerin,30,75,75,0,muture
Marco Filipe Lopes Paixão,36,69,69,0,muture
Michael Jacobs,29,66,66,0,muture
Hugo Mallo Novegil,30,77,77,0,muture
Daniel Sánchez Ayala,30,70,70,0,muture
Mathew Leckie,30,71,71,0,muture
Fransérgio Rodrigues Barbosa,30,78,78,0,muture
Jordan Tunnicliffe,27,64,64,0,muture
Marcio Augusto Da Silva Barbosa,26,69,69,0,muture
Jaloliddin Masharipov,27,73,73,0,muture
Antonio David Álvarez Rey,26,67,67,0,muture
Ekain Zenitagoia Arana,27,65,65,0,muture
Vincente Filho Dourado Hermes,25,78,78,0,muture
Igor Paolo Madinha Eustáquio,25,72,72,0,muture
Pascoal Simão Muscato Vieira,29,75,75,0,muture
Paulo Bernard Alves Coelho,25,70,70,0,muture
Brian Lozano,27,74,74,0,muture
Casimir Ninga,28,70,70,0,muture
Jamiro Gregory Monteiro Alvarenga,27,74,74,0,muture
Jamie Hopcutt,29,59,59,0,muture
Yutaka Yoshida,31,68,68,0,muture
Teruhito Nakagawa,28,69,69,0,muture
Alin Toșca,29,70,70,0,muture
Jordan Lefort,27,71,71,0,muture
Bruno Piñatares,31,68,68,0,muture
Aleksandar Sedlar,29,70,70,0,muture
Willy Caballero,39,72,72,0,muture
Curtis Davies,36,70,70,0,muture
Colin Kazim-Richards,34,68,68,0,muture
Birkir Bjarnason,33,67,67,0,muture
Séamus Coleman,32,78,78,0,muture
Pablo Piatti,32,75,75,0,muture
Ørjan Nyland,30,69,69,0,muture
Henri Lansbury,30,67,67,0,muture
Sebastian Rudy,31,76,76,0,muture
Roberto Soriano,30,77,77,0,muture
Mário Figueira Fernandes,30,81,81,0,muture
Gary Medel,33,72,72,0,muture
Rafał Gikiewicz,33,78,78,0,muture
Borja González Tomás,28,75,75,0,muture
Giannelli Imbula,28,67,67,0,muture
Dominick Drexler,31,69,69,0,muture
Adam Maher,27,75,75,0,muture
Will Keane,28,68,68,0,muture
Andreas Cornelius,28,74,74,0,muture
Jonathan Schmid,31,74,74,0,muture
Gregoire Defrel,30,76,76,0,muture
Britt Assombalonga,28,71,71,0,muture
Jakub Brabec,28,74,74,0,muture
Kevin Stöger,27,72,72,0,muture
Stefano Denswil,28,72,72,0,muture
Modou Barrow,28,70,70,0,muture
Alfred Duncan,28,74,74,0,muture
Elseid Hysaj,27,76,76,0,muture
Hernâni Jorge Santos Fortes,29,73,73,0,muture
Michael Santos,28,71,71,0,muture
Federico Gino,28,67,67,0,muture
Clayson H. da Silva Vieira,26,72,72,0,muture
Asier Etxaburu Diz,27,62,62,0,muture
Tsubasa Endoh,27,64,64,0,muture
Judson Silva Tavares,28,69,69,0,muture
Yoshiaki Komai,29,68,68,0,muture
Shoma Doi,29,69,69,0,muture
Jon Ander Garrido Moracia,31,72,72,0,muture
Miki Yamane,27,72,72,0,muture
Carlos Suárez,29,66,66,0,muture
Ashley Nadesan,26,62,62,0,muture
Andreas Albers,31,70,70,0,muture
Jair Amador Silos,31,73,73,0,muture
Konstantinos Laifis,28,72,72,0,muture
Kevin Volland,28,81,81,0,muture
Jean Michaël Seri,29,74,74,0,muture
Lee Grant,38,65,65,0,muture
Alex Sandro Lobo Silva,30,81,81,0,muture
Danny da Costa,27,74,74,0,muture
Mohamed Elneny,28,76,76,0,muture
Ihlas Bebou,27,78,78,0,muture
Matias Vecino,29,78,78,0,muture
Ryan Fredericks,28,75,75,0,muture
Patrick Bamford,27,78,78,0,muture
Josef Martínez,28,78,78,0,muture
Armindo Tué Na Bangna,26,77,77,0,muture
Manuel Lazzari,27,79,79,0,muture
Phil Jagielka,38,70,70,0,muture
Antonio Mirante,37,74,74,0,muture
Luis Reyes,30,72,72,0,muture
Saba Lobjanidze,26,72,72,0,muture
Anthony Nwakaeme,32,79,79,0,muture
Jawad El Yamiq,29,74,74,0,muture
Mark Noble,34,75,75,0,muture
Ignacio Monreal Eraso,35,79,79,0,muture
Aleksandar Kolarov,35,77,77,0,muture
Juan Miguel Jiménez López,28,75,75,0,muture
Daniele Baselli,29,72,72,0,muture
Dwight Gayle,30,72,72,0,muture
Mitchell Weiser,27,72,72,0,muture
Callum McGregor,28,77,77,0,muture
Ander Herrera Agüera,31,80,80,0,muture
Marc Bartra Aregall,30,80,80,0,muture
Anthony Lopes,30,82,82,0,muture
Dennis Praet,27,78,78,0,muture
Nico Schulz,28,75,75,0,muture
Gerónimo Rulli,29,81,81,0,muture
Lucas Zelarayán,29,79,79,0,muture
Stefan Lainer,28,78,78,0,muture
Jonathan Rodríguez,27,79,79,0,muture
Jon Guthrie,28,66,66,0,muture
Freddie Ladapo,28,67,67,0,muture
Branimir Hrgota,28,72,72,0,muture
Alexandru Maxim,30,74,74,0,muture
Marco Benassi,26,72,72,0,muture
Andreas Voglsammer,29,74,74,0,muture
Daniel Heuer Fernandes,28,72,72,0,muture
Sebastian Kerk,27,70,70,0,muture
Óscar Duarte,32,73,73,0,muture
Helton Brant Aleixo Leite,30,76,76,0,muture
Phillipp Mwene,27,74,74,0,muture
Danilo Teodoro Soares,29,76,76,0,muture
Zainadine Chavango Júnior,33,75,75,0,muture
Isaac Carcelén Valencia,28,74,74,0,muture
Gabriel Arias,33,79,79,0,muture
Gennaro Acampora,27,67,67,0,muture
Murilo de Souza Costa,26,75,75,0,muture
Kenny Prince Redondo,26,65,65,0,muture
Gerard Valentín Sancho,27,70,70,0,muture
Adnan Claudiano Vidual Machado,29,79,79,0,muture
Rafael Jorgino Cachoira Rebelo,21,75,75,0,muture
Simen Juklerød,27,71,71,0,muture
Ousmane Doumbia,29,69,69,0,muture
Raziel García,27,70,70,0,muture
Hernani Azevedo Júnior,27,73,73,0,muture
Roger Assalé,27,69,69,0,muture
Sean Davis,28,72,72,0,muture
Carlos González,28,74,74,0,muture
Jean Evrard Kouassi,26,73,73,0,muture
Mërgim Vojvoda,26,74,74,0,muture
Andraž Šporar,27,74,74,0,muture
Oliver Hawkins,29,61,61,0,muture
Nikola Dovedan,26,68,68,0,muture
Anderson Santamaría,29,72,72,0,muture
Manolis Siopis,27,73,73,0,muture
Marcel Bär,29,67,67,0,muture
Metehan Mimaroğlu,26,68,68,0,muture
Onur Ergün,28,68,68,0,muture
Xavier Torres Buigues,34,73,73,0,muture
Tommy Rowe,32,66,66,0,muture
Anthony Pilkington,33,65,65,0,muture
Miguel Samudio,34,74,74,0,muture
Ari Skúlason,34,68,68,0,muture
Ridge Munsy,31,65,65,0,muture
Björn Kopplin,32,69,69,0,muture
Sidnei Rechel da Silva Júnior,30,78,78,0,muture
Greg Bolger,32,63,63,0,muture
Junmin Hao,34,71,71,0,muture
Robbie Kruse,32,65,65,0,muture
Fabien Lemoine,34,72,72,0,muture
Víctor David Díaz Miguel,33,77,77,0,muture
Adlène Guédioura,35,67,67,0,muture
Martyn Waghorn,31,68,68,0,muture
Ryan Bennett,31,71,71,0,muture
Georg Margreitter,32,67,67,0,muture
Pádraig Amond,33,60,60,0,muture
Nicolai Müller,33,67,67,0,muture
Claudio Yacob,33,70,70,0,muture
Kyriakos Papadopoulos,29,70,70,0,muture
Ben Tozer,31,66,66,0,muture
Ian Bermingham,32,60,60,0,muture
Antonio Jesús Regal Angulo,33,67,67,0,muture
Michał Pazdan,33,70,70,0,muture
Thomas Rogne,31,67,67,0,muture
John Akinde,31,62,62,0,muture
Craig Eastmond,30,63,63,0,muture
Vegar Eggen Hedenstad,30,69,69,0,muture
Adam Clayton,32,64,64,0,muture
Mark Oxley,30,61,61,0,muture
Juan Torres Ruiz,31,71,71,0,muture
Matías Rodríguez,35,69,69,0,muture
Bruno Ferreira Bonfim,32,71,71,0,muture
Ivan Perišić,32,82,82,0,muture
Heung Min Son,28,89,89,0,muture
Alexander Meyer,30,70,70,0,muture
Álvaro Borja Morata Martín,28,81,81,0,muture
Neymar da Silva Santos Jr.,29,90,90,0,muture
Karim Benzema,33,91,91,0,muture
Zlatan Ibrahimović,39,83,83,0,muture
Marcos Alonso Mendoza,30,80,80,0,muture
Emre Can,27,82,82,0,muture
Gerard Deulofeu Lázaro,27,79,79,0,muture
Andrea Belotti,27,80,80,0,muture
Manuel Neuer,35,90,90,0,muture
Oscar dos Santos Emboaba,29,82,82,0,muture
Lucas Vázquez Iglesias,30,81,81,0,muture
Miralem Pjanić,31,81,81,0,muture
Toby Alderweireld,32,83,83,0,muture
Mauro Icardi,28,79,79,0,muture
Junior Messias,30,78,78,0,muture
Ante Rebić,27,81,81,0,muture
Georginio Wijnaldum,30,82,82,0,muture
Marcelo Brozović,28,84,84,0,muture
Diego López Rodríguez,39,79,79,0,muture
Max-Alain Gradel,33,76,76,0,muture
José María Callejón Bueno,34,77,77,0,muture
Rafael Tolói,30,81,81,0,muture
Mateusz Klich,31,74,74,0,muture
Wahbi Khazri,30,77,77,0,muture
Hans Vanaken,28,79,79,0,muture
Thomas Delaine,29,73,73,0,muture
Eran Zahavi,33,78,78,0,muture
Niclas Füllkrug,28,75,75,0,muture
Marko Livaja,27,76,76,0,muture
Rubén Peña Jiménez,29,79,79,0,muture
Jérémie Bela,28,70,70,0,muture
Vedat Muriqi,27,75,75,0,muture
Hongbo Yin,31,64,64,0,muture
Laureano Thomas Santeiro Marre,21,80,80,0,muture
Mohamed Ouadah,26,62,62,0,muture
Aleš Mandous,29,76,76,0,muture
Mortadha Ben Ouanes,26,67,67,0,muture
Jovany Campusano,28,65,65,0,muture
Federico Mateos,28,72,72,0,muture
Simon Sohlmacher,29,63,63,0,muture
Alper Haloglu,29,62,62,0,muture
Cristian Menéndez,33,69,69,0,muture
Gastón Gil Romero,28,68,68,0,muture
Marcelo Meli,29,70,70,0,muture
Scott Hogan,29,69,69,0,muture
Abdallah Ndour,27,68,68,0,muture
Gilli Rólantsson,28,64,64,0,muture
Fedor Černych,30,66,66,0,muture
Cristiano Lombardi,25,68,68,0,muture
Dino Islamović,27,67,67,0,muture
Rodrigo Castro,28,66,66,0,muture
Renaud Emond,29,68,68,0,muture
Marc Dal Hende,30,65,65,0,muture
Laurent Dos Santos,28,67,67,0,muture
Emiliano Méndez,32,71,71,0,muture
Federico Carrizo,30,69,69,0,muture
Stefan Nutz,29,69,69,0,muture
Gérald Kilota,27,69,69,0,muture
Mateo Sušić,30,67,67,0,muture
Florian Ballas,28,67,67,0,muture
Sebastian Mrowca,27,65,65,0,muture
Hugo Filipe Sousa,29,65,65,0,muture
Mohamed Gouaida,28,62,62,0,muture
Javier Güemez,29,70,70,0,muture
Alex Gogić,27,64,64,0,muture
Ezekiel Henty,28,68,68,0,muture
Alejandro González,33,66,66,0,muture
Miha Mevlja,31,73,73,0,muture
Aníbal Godoy,31,71,71,0,muture
Rolando Blackburn,31,70,70,0,muture
Enrique Triverio,32,65,65,0,muture
Michael Gonçalves Pinto,28,67,67,0,muture
Lukas Lerager,27,70,70,0,muture
Shūichi Gonda,32,67,67,0,muture
Stephan Zwierschitz,30,67,67,0,muture
Jay Bothroyd,39,64,64,0,muture
Hasan Ali Kaldırım,31,72,72,0,muture
Federico Marchetti,38,68,68,0,muture
Andriy Pyatov,37,76,76,0,muture
Antonio Rosati,38,69,69,0,muture
Édgar Barreto,36,66,66,0,muture
Darío Cvitanich,37,72,72,0,muture
Bartosz Białkowski,33,71,71,0,muture
José de Jesús Corona,40,76,76,0,muture
Uwe Hünemeier,35,71,71,0,muture
Ben Watson,35,62,62,0,muture
Alberto Zapater Arjol,36,67,67,0,muture
Sinan Bolat,32,74,74,0,muture
Rolando Jorge Pires da Fonseca,35,69,69,0,muture
Alessandro Diamanti,38,74,74,0,muture
Laurent Koscielny,35,76,76,0,muture
Gabriel Paletta,35,69,69,0,muture
Ismael Sosa,34,73,73,0,muture
Oscar Ustari,34,73,73,0,muture
Nicolás Domingo,36,73,73,0,muture
Vladimir Stojković,37,73,73,0,muture
Antonio Barragán Fernández,34,72,72,0,muture
James McArthur,33,75,75,0,muture
Jessy Moulin,35,69,69,0,muture
Nabil Dirar,35,70,70,0,muture
Mike Jones,33,60,60,0,muture
Miguel Layún,33,72,72,0,muture
Emiliano Vecchio,32,74,74,0,muture
Mike Vanhamel,31,68,68,0,muture
Gaetano Berardi,32,67,67,0,muture
Wayne Sandilands,37,69,69,0,muture
Birkir Már Sævarsson,36,63,63,0,muture
Vágner Joshua Corraldo Santoso,21,73,73,0,muture
Mardial Sidney Cunha Sousa,21,73,73,0,muture
Jorgino Kaio Baumer Negrão,25,67,67,0,muture
Welliton Edson Helmes Junqueira,21,66,66,0,muture
Rômulo Roberto Calsede Caiado,21,71,71,0,muture
Carlos Cáceda,29,72,72,0,muture
Jhon Chancellor,29,67,67,0,muture
Alejandro Hohberg,29,71,71,0,muture
Steve Breitkreuz,29,70,70,0,muture
Alioune Ba,31,65,65,0,muture
Enzo Guerrero,30,61,61,0,muture
Nicolás Gorosito,32,64,64,0,muture
Efecan Karaca,31,74,74,0,muture
Gastón Suso,30,69,69,0,muture
Gabriel Iancu,27,70,70,0,muture
Graziano Pellè,34,74,74,0,muture
Lee Wallace,33,67,67,0,muture
Claudiu Keșerü,34,69,69,0,muture
Federico Higuaín,36,70,70,0,muture
Semih Kaya,30,66,66,0,muture
Marcelo Grohe,34,76,76,0,muture
Andrea Masiello,35,70,70,0,muture
Markus Suttner,34,71,71,0,muture
Frank Fielding,33,68,68,0,muture
Kieran Lee,33,66,66,0,muture
Shaun MacDonald,32,63,63,0,muture
Simone Aresti,35,66,66,0,muture
Anthony Wordsworth,32,60,60,0,muture
Toumani Diagouraga,34,64,64,0,muture
Chris Gunter,31,64,64,0,muture
Régis Gurtner,34,70,70,0,muture
Sascha Burchert,31,71,71,0,muture
Sebastian Eriksson,32,65,65,0,muture
Alex MacDonald,31,64,64,0,muture
Peter Pawlett,30,66,66,0,muture
Cristopher Toselli,33,70,70,0,muture
Juan Antonio González Fernández,34,65,65,0,muture
Florian Jungwirth,32,66,66,0,muture
Ariel Nahuelpan,33,66,66,0,muture
Aridane Hernández Umpiérrez,32,77,77,0,muture
Harrison Afful,35,68,68,0,muture
David Ball,31,67,67,0,muture
Jamie Devitt,30,62,62,0,muture
David Rodriguez Lombán,34,67,67,0,muture
Marley Watkins,30,67,67,0,muture
Craig Noone,33,68,68,0,muture
Hugo Fraile Martín,34,68,68,0,muture
Aidy White,29,61,61,0,muture
José Ángel Valdés Díaz,31,76,76,0,muture
Zargo Touré,31,66,66,0,muture
Nicola Rigoni,30,67,67,0,muture
André Hansen,31,73,73,0,muture
Xabier Etxeita Gorritxat.,33,72,72,0,muture
Thomas Fontaine,30,67,67,0,muture
Miguel Ángel Herrero Javaloyas,32,72,72,0,muture
Osvaldo Martínez,35,70,70,0,muture
Stefan Hierländer,30,70,70,0,muture
Darwin Quintero,33,72,72,0,muture
Josh Falkingham,30,63,63,0,muture
Hiroshi Ibusuki,30,64,64,0,muture
Marco Terrazzino,30,65,65,0,muture
Giorgi Makaridze,31,73,73,0,muture
Rhayner Santos Nascimento,30,67,67,0,muture
Kamil Wilczek,33,70,70,0,muture
Dídac Vilà Roselló,32,73,73,0,muture
Sean McConville,32,67,67,0,muture
Yamato Machida,31,67,67,0,muture
Magno José da Silva,29,65,65,0,muture
Seiminlen Doungel,27,56,56,0,muture
Bandar Al Ahbabi,30,71,71,0,muture
Doru Popadiuc,26,65,65,0,muture
Sorin Bușu,31,62,62,0,muture
Valentin Crețu,32,69,69,0,muture
Lucian Dumitriu,28,63,63,0,muture
Andrei Miron,27,67,67,0,muture
Cătălin Golofca,31,65,65,0,muture
Demba Thiam,31,65,65,0,muture
Jérémy Huysman,32,62,62,0,muture
Rémy Boissier,27,69,69,0,muture
Juriën Gaari,27,65,65,0,muture
Petr Schwarz,29,67,67,0,muture
Marius Martac,29,64,64,0,muture
Maciej Domański,30,65,65,0,muture
Fabio Pereyra,31,70,70,0,muture
Abdelali M'hamdi,29,66,66,0,muture
Cristian Vega,27,72,72,0,muture
Marcel Gottschling,27,61,61,0,muture
John Mary,28,68,68,0,muture
Odei Onaindia Zabala,31,68,68,0,muture
Damián Martínez,31,72,72,0,muture
Mohamed Rayhi,27,70,70,0,muture
Bálint Vécsei,27,68,68,0,muture
Santiago Giordana,26,69,69,0,muture
Walter Montoya,27,70,70,0,muture
Jairo Izquierdo González,27,72,72,0,muture
Ang Li,27,67,67,0,muture
Lucas Passerini,26,65,65,0,muture
Nicolás Royón,30,67,67,0,muture
Jonatan Álvez,33,68,68,0,muture
Tony Mauricio,27,71,71,0,muture
Sinan Gümüş,27,69,69,0,muture
Rúben Barcelos De Sousa Lameiras,26,73,73,0,muture
Martín Campaña,32,74,74,0,muture
Luis Fernando León,28,70,70,0,muture
Maximilian Dittgen,26,68,68,0,muture
Chey Dunkley,29,66,66,0,muture
António Manuel Pereira Xavier,28,70,70,0,muture
Marcos Díaz,35,75,75,0,muture
Cristian Espinoza,26,72,72,0,muture
Avraam Papadopoulos,36,67,67,0,muture
Deivson Rogério Da Silva,36,68,68,0,muture
Rubens Sambueza,37,76,76,0,muture
Jean-Louis Leca,35,75,75,0,muture
Joe Lewis,33,66,66,0,muture
Darren Pratley,36,63,63,0,muture
Zhi Zheng,40,67,67,0,muture
Julio Alberto Barroso,36,73,73,0,muture
Néstor Ortigoza,36,68,68,0,muture
Valon Behrami,36,71,71,0,muture
Michael McGovern,36,66,66,0,muture
Daniel Congré,36,72,72,0,muture
Jacob Mulenga,37,62,62,0,muture
Khalid Eissa,31,70,70,0,muture
Cristi Bărbuț,26,67,67,0,muture
Risto Radunović,29,70,70,0,muture
José Luis Espinosa Arroyo,29,65,65,0,muture
Juan Castro,29,64,64,0,muture
Ugo Bonnet,27,70,70,0,muture
Tomáš Petrášek,29,68,68,0,muture
Bartholomew Ogbeche,36,69,69,0,muture
Kyriakos Stamatopoulos,41,55,55,0,muture
Reto Ziegler,35,69,69,0,muture
Alan Mannus,39,65,65,0,muture
Dean Lewington,37,66,66,0,muture
Serge-Junior Martinsson Ngouali,29,69,69,0,muture
Calmon Wergiton do Rosário,32,69,69,0,muture
João Pedro Almeida Machado,28,70,70,0,muture
Christie Elliott,30,63,63,0,muture
Konrad Wrzesiński,27,64,64,0,muture
Alan Henrique Costa,30,66,66,0,muture
Daniel Giraldo,29,69,69,0,muture
Eduardo Farías,32,66,66,0,muture
Éver Cantero,35,67,67,0,muture
Sergio Otálvaro,34,73,73,0,muture
Dan Jones,26,63,63,0,muture
Luis Paz,32,67,67,0,muture
Christian Vilches,37,69,69,0,muture
Didier Moreno,29,70,70,0,muture
Juan Angulo,32,75,75,0,muture
Stefan Medina,29,74,74,0,muture
Lucas Rodríguez,27,70,70,0,muture
Patricio Rubio,32,72,72,0,muture
Lorenzo Reyes,30,74,74,0,muture
Nicolás Pasquini,30,70,70,0,muture
Leandro Díaz,29,72,72,0,muture
Silvio Romero,32,75,75,0,muture
Michał Nalepa,28,68,68,0,muture
Federico Bravo,27,67,67,0,muture
Gustav Ludwigson,27,68,68,0,muture
Brian Oliván Herrero,27,70,70,0,muture
Yoshinori Mutō,28,72,72,0,muture
Arturo Adolfo Inálcio Dutra,21,78,78,0,muture
Chanathip Songkrasin,27,71,71,0,muture
Pedro Filipe Barbosa Moreira,28,75,75,0,muture
Ayrton Preciado,26,72,72,0,muture
Borna Barišić,28,74,74,0,muture
Vitaliy Buyalskyi,28,76,76,0,muture
Quentin Cornette,27,67,67,0,muture
Ramón Ábila,31,72,72,0,muture
David Barbona,26,74,74,0,muture
Fábio Gonçalves Abreu,28,73,73,0,muture
Ricardo Lopes Pereira,30,72,72,0,muture
Marvin Wanitzek,28,71,71,0,muture
Robin Lod,28,73,73,0,muture
Mamadou Thiam,26,66,66,0,muture
Kevin Vázquez Comesaña,28,71,71,0,muture
Bobby Allain,29,66,66,0,muture
Aminu Umar,26,70,70,0,muture
Yanis Rahmani,26,71,71,0,muture
Cristian Dájome,27,72,72,0,muture
Edenildo Eloi Lagoas Regalo,21,67,67,0,muture
Ramón Arias,28,72,72,0,muture
Jáder Obrian,26,68,68,0,muture
Favio Álvarez,28,69,69,0,muture
Marvin Johnson,30,67,67,0,muture
Gastón Giménez,29,74,74,0,muture
Seung Joon Kim,26,64,64,0,muture
Emmanuel Martínez,27,73,73,0,muture
Matty Taylor,31,67,67,0,muture
Ignacio Rivero,29,74,74,0,muture
Vasile Mogoș,28,68,68,0,muture
Allano Brendon de Souza Lima,26,73,73,0,muture
Sergio Guardiola Navarro,30,72,72,0,muture
José Antonio Ferrández Pomares,31,73,73,0,muture
Mauricio Affonso,29,67,67,0,muture
Alexandre Jonas Santos Fernandes,29,75,75,0,muture
Estevão Danilo Candeira Inácio,25,75,75,0,muture
Gustavo Rafael Lobateiro Gomes,21,72,72,0,muture
Antonaldo David Machado Chagas,33,76,76,0,muture
Cristian Also Laranjeiro Sá,29,75,75,0,muture
Erick Sebastião Laforte Medeiros,29,76,76,0,muture
Nathan Walter Neves Bessa,21,73,73,0,muture
Allan Norberto Bardini Paneira,29,74,74,0,muture
Raphael William Paneira Rochedo,21,71,71,0,muture
Leandro Freddy Vivenço Morais,21,72,72,0,muture
Estevão Daniel Formoso Serpa,29,75,75,0,muture
Adam Nemec,35,64,64,0,muture
Jorge Villafaña,31,67,67,0,muture
Aurélien Collin,35,66,66,0,muture
Flavio Santos,34,66,66,0,muture
Denis Petrić,33,69,69,0,muture
Wellington Luís De Sousa,33,68,68,0,muture
Maciej Sadlok,32,64,64,0,muture
Vincenzo Fiorillo,31,69,69,0,muture
Sebastián Ribas,33,69,69,0,muture
Dušan Kuciak,36,69,69,0,muture
Even Hovland,32,68,68,0,muture
Konstantin Rausch,31,70,70,0,muture
Tommy Smith,31,60,60,0,muture
Josh Magennis,30,66,66,0,muture
Marcos Paulo Gelmini Gomes,32,70,70,0,muture
Roger Espinoza,34,69,69,0,muture
Francisco José Olivas Alba,32,72,72,0,muture
Alexander Büttner,32,69,69,0,muture
Jake Hyde,31,60,60,0,muture
Julio González,30,67,67,0,muture
George Corral,30,71,71,0,muture
Seámus Conneely,32,64,64,0,muture
John Rooney,30,63,63,0,muture
Grzegorz Sandomierski,31,63,63,0,muture
Tommy Oar,29,65,65,0,muture
Abdelhamid El Kaoutari,31,65,65,0,muture
Mark Birighitti,30,69,69,0,muture
Aziz Bouhaddouz,34,66,66,0,muture
Alexandre Coeff,29,68,68,0,muture
Sereso Geoffroy Gonzaroua Dié,36,67,67,0,muture
Artur Boruc,41,67,67,0,muture
Maximiliano Rodríguez,40,73,73,0,muture
Niki Mäenpää,36,67,67,0,muture
Jorge Molina Vidal,39,78,78,0,muture
Thomas Vermaelen,35,75,75,0,muture
Scott Carson,35,66,66,0,muture
Chu Young Park,35,65,65,0,muture
Sam Hutchinson,31,67,67,0,muture
Cristian Ansaldi,34,76,76,0,muture
Pedro León Sánchez Gil,34,76,76,0,muture
Stefano Okaka,31,76,76,0,muture
Marcelo Antônio Guedes Filho,34,74,74,0,muture
Håvard Nordtveit,31,72,72,0,muture
Ciaran Clark,31,72,72,0,muture
James McCarthy,30,69,69,0,muture
Mustapha Yatabaré,35,70,70,0,muture
Ryan Jack,29,74,74,0,muture
Marco Silvestri,30,79,79,0,muture
Luigi Sepe,30,74,74,0,muture
Jóhann Berg Guðmundsson,30,73,73,0,muture
Steve Cook,30,72,72,0,muture
Douglas Pereira dos Santos,30,69,69,0,muture
Jack Colback,31,67,67,0,muture
